"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"DKS","DENİZ PORTFÖY KUZEYYILDIZI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,4395","-","-","0,1703","-","-","-"
"DVC","DENİZ PORTFÖY LİYA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-0,5187","2,8691","-","0,1269","-","-","-"
"DP5","DENİZ PORTFÖY MER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"DVT","DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,2032","18,3355","-","1,5103","-","-","-"
"DVI","DENİZ PORTFÖY OLBA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,1003","10,5341","-","0,1966","-","-","-"
"DVA","DENİZ PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8267","2,3581","16,1177","0,1011","-","-","-"
"DAS","DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"DOI","DENİZ PORTFÖY ONUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,4014","5,9197","22,1953","0,1015","-","-","-"
"DP2","DENİZ PORTFÖY ÖZER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,3456","-","-","-"
"DCD","DENİZ PORTFÖY SKA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4143","-","-","0,2573","-","-","-"
"DMV","DENİZ PORTFÖY SMART SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,3660","-","-","-"
"DAL","DENİZ PORTFÖY SU SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,1399","-","-","0,8698","-","-","-"
"DLD","DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,6449","57,9972","103,1850","1,5296","-","-","-"
"DFC","DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,9134","20,2437","-","-0,8790","-","-","-"
"DHJ","DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","8,2950","82,2878","134,8392","-0,2693","-","-","-"
"FVL","FİBA PORTFÖY BİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","2,0299","5,6840","11,6195","0,1792","-","-","-"
"GVL","GARANTİ  PORTFÖY ZYT SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0757","10,8471","26,0630","0,6086","-","-","-"
"GKH","GARANTİ PORTFÖY  KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","1,7252","5,3705","-","0,1813","-","-","-"
"GVB","GARANTİ PORTFÖY ACE SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON","Serbest Şemsiye Fonu","0,5485","6,8787","21,9704","0,5270","-","-","-"
"GVZ","GARANTİ PORTFÖY ACE SERBEST (DÖVİZ-AVRO) ÖZEL FON","Serbest Şemsiye Fonu","1,0262","15,0379","24,0107","-0,2869","-","-","-"
"GFK","GARANTİ PORTFÖY AĞUSTOS 2024 SERBEST (DÖVİZ-ABD DOLARI) FON","Serbest Şemsiye Fonu","0,5889","5,9063","-","0,3526","-","-","-"
"GGB","GARANTİ PORTFÖY ARK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"GGN","GARANTİ PORTFÖY AYDOĞAN SERBEST(DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4070","6,5043","20,4087","0,1889","-","-","-"
"GFD","GARANTİ PORTFÖY BAL SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3871","13,7172","29,5502","0,8291","-","-","-"
"GDL","GARANTİ PORTFÖY BİRİNCİ PARA PİYASASI ÖZEL FON","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"GPL","GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,7814","-","-","0,1349","-","-","-"
"GFN","GARANTİ PORTFÖY DAPEİ SERBEST  (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,1732","18,1313","-","1,3641","-","-","-"
"GZU","GARANTİ PORTFÖY EKE SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4808","6,5878","20,8341","0,2694","-","-","-"
"GVA","GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","-3,7655","10,5426","-","2,3988","-","-","-"
"GLN","GARANTİ PORTFÖY EREN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","0,0000","0,0000","-","-","-","-"
"GVC","GARANTİ PORTFÖY ERG SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0617","3,4100","17,2779","0,2314","-","-","-"
"GIE","GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"GFO","GARANTİ PORTFÖY HAZİRAN 2025 SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,0304","15,7067","-","-0,2800","-","-","-"
"GYN","GARANTİ PORTFÖY HCR SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,7614","-","-","0,6332","-","-","-"
"GCA","GARANTİ PORTFÖY HM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,2685","19,4279","29,5015","0,0448","-","-","-"
"GLZ","GARANTİ PORTFÖY İKİNCİ PARA PİYASASI ÖZEL FONU","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"GVD","GARANTİ PORTFÖY KARABAĞLI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,5067","4,3870","19,7053","-0,0514","-","-","-"
"GCI","GARANTİ PORTFÖY KARŞIYAKA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0135","5,4308","19,7193","0,1963","-","-","-"
"GKV","GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","7,9600","75,9336","-","-1,5330","-","-","-"
"GJH","GARANTİ PORTFÖY KISA VADELİ  SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"MET","GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,5955","12,6779","23,5643","2,2028","-","-","-"
"GFB","GARANTİ PORTFÖY MISIRLI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3245","4,5939","18,4114","0,2785","-","-","-"
"GPM","GARANTİ PORTFÖY MİB SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"GFA","GARANTİ PORTFÖY OCAK 2024 SERBEST (DÖVİZ-ABD DOLARI) FON","Serbest Şemsiye Fonu","0,7587","3,8161","-","0,1943","-","-","-"
"GFY","GARANTİ PORTFÖY OL SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0259","13,0816","25,2359","0,7591","-","-","-"
"GEC","GARANTİ PORTFÖY SOYKAN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0317","9,4902","-","0,6953","-","-","-"
"GFE","GARANTİ PORTFÖY ŞUBAT 2025 SERBEST (DÖVİZ-ABD DOLARI) FON","Serbest Şemsiye Fonu","1,4463","8,8453","-","0,3430","-","-","-"
"GYR","GARANTİ PORTFÖY TEKOS SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON","Serbest Şemsiye Fonu","0,9478","2,7560","-","0,2491","-","-","-"
"GYG","GARANTİ PORTFÖY TEKOS SERBEST (DÖVİZ-AVRO) ÖZEL FON","Serbest Şemsiye Fonu","0,9891","10,0808","-","-0,2648","-","-","-"
"GTM","GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","13,1732","63,6118","-","1,9163","-","-","-"
"GVI","GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,0022","25,7309","46,0463","0,0174","-","-","-"
"GBP","GARANTİ PORTFÖY YİRMİALTINCI SERBEST (DÖVİZ-AVRO) ÖZEL FON","Serbest Şemsiye Fonu","1,0590","11,7122","-","-0,3207","-","-","-"
"GYC","GARANTİ PORTFÖY YİRMİBEŞİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,9813","3,7955","12,6375","0,0000","-","-","-"
"GVY","GARANTİ PORTFÖY YİRMİDOKUZUNCU SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,1681","-","-","-"
"GCC","GARANTİ PORTFÖY YİRMİSEKİZİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"GCZ","GARANTİ PORTFÖY ZM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0648","9,7042","25,7019","0,6938","-","-","-"
"GLG","GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","13,0401","73,5244","135,5553","1,8442","-","-","-"
"GLC","GLOBAL MD PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,5416","22,0947","54,7092","-0,0442","-","-","-"
"GLV","GLOBAL MD PORTFÖY NEHİR SERBEST FON","Serbest Şemsiye Fonu","13,4781","78,3268","187,1195","3,6453","-","-","-"
"GO1","GRİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,9828","6,3401","-","0,2807","-","-","-"
"GO4","GRİ PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","1,4202","14,2594","-","0,8992","-","-","-"
"GO2","GRİ PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,5131","12,1659","-","0,7393","-","-","-"
"GO6","GRİ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"GO3","GRİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,6398","12,9045","-","0,7967","-","-","-"
"HEH","HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"HDJ","HEDEF PORTFÖY ARTI SERBEST (TL) FON","Serbest Şemsiye Fonu","2,8838","8,8680","19,7601","0,2383","-","-","-"
"HVK","HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","2,1957","6,6382","14,1462","0,2349","-","-","-"
"HJB","HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"HBV","HEDEF PORTFÖY DORUK SERBEST FON","Serbest Şemsiye Fonu","3,3442","45,7824","73,9744","9,9246","-","-","-"
"HVA","HEDEF PORTFÖY ECE HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","25,2347","54,3449","88,3002","12,9706","-","-","-"
"HGH","HEDEF PORTFÖY GÜNEŞ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","31,7511","-","-","6,1159","-","-","-"
"UGH","HEDEF PORTFÖY HAS-KAR  SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","27,7716","118,4444","174,5483","0,0000","-","-","-"
"HKH","HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,1034","67,9357","-","-3,5980","-","-","-"
"HMR","HEDEF PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","-","-","-","-","-","-","-"
"HP3","HEDEF PORTFÖY LİDYA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"HMV","HEDEF PORTFÖY MAVİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-19,3571","137,4400","341,7311","-9,9690","-","-","-"
"HVN","HEDEF PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,4348","15,9708","-","1,6914","-","-","-"
"HVL","HEDEF PORTFÖY POYRAZ SERBEST FON","Serbest Şemsiye Fonu","28,7988","254,8648","385,9173","7,6756","-","-","-"
"HVB","HEDEF PORTFÖY PUSULA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","8,3970","59,7325","247,8081","-0,2403","-","-","-"
"HVC","HEDEF PORTFÖY ROTA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-2,7199","71,4700","263,0037","-0,9094","-","-","-"
"HGV","HEDEF PORTFÖY SENTİMENT SERBEST FON","Serbest Şemsiye Fonu","4,9815","14,9388","32,1125","1,4586","-","-","-"
"HTZ","HEDEF PORTFÖY TURKUAZ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","5,4426","-","-","-"
"HAE","HSBC PORTFÖY AĞUSTOS 2024 SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,2687","-","-","-"
"HBN","HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,0000","-","-","0,0000","-","-","-"
"HGU","HSBC PORTFÖY GÜÇLÜ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-0,2171","-","-","-"
"HKR","HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","0,5275","-","-","-"
"HME","HSBC PORTFÖY MART 2023 SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,1491","-","-","-"
"HNS","HSBC PORTFÖY NİSAN 2024 SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-0,0475","-","-","-"
"HGC","HSBC PYŞ İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,7471","3,4669","18,7788","0,2506","-","-","-"
"HFV","HSBC PYŞ ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,6069","9,8469","24,7644","0,5422","-","-","-"
"IFV","ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,7862","5,5244","14,2543","0,1772","-","-","-"
"IFN","ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","13,8296","62,7008","161,4097","0,8487","-","-","-"
"IV2","INVEO PORTFÖY ARİSTA KAR PAYI ÖDEYEN SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-1,2096","-","-","-"
"IV7","INVEO PORTFÖY BEŞER SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,4668","-","-","-"
"IHE","INVEO PORTFÖY BEYAZ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","8,3552","-","-","-2,6271","-","-","-"
"IUH","INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-0,0828","16,4066","35,4730","0,7375","-","-","-"
"IEZ","INVEO PORTFÖY ELMA HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","28,6852","-53,9373","-","0,0000","-","-","-"
"IUT","INVEO PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,1451","25,7012","61,3970","0,7135","-","-","-"
"IFG","INVEO PORTFÖY GEDİK YATIRIM BURSA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","25,9904","-","-","8,2813","-","-","-"
"IUC","INVEO PORTFÖY GEDİK YATIRIM SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","-1,4868","29,2043","66,2706","-6,0086","-","-","-"
"IHC","INVEO PORTFÖY INTER SERBEST FON","Serbest Şemsiye Fonu","5,1139","32,7752","49,6707","1,0398","-","-","-"
"INZ","INVEO PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,1327","4,3966","12,1371","0,1096","-","-","-"
"INV","INVEO PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","32,1044","105,2851","1.138,8168","5,2223","-","-","-"
"ICU","INVEO PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,7640","4,7729","-","0,2455","-","-","-"
"IV5","INVEO PORTFÖY ŞAHİNKAYA 1 HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","4,5026","-","-","-"
"IRT","INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,5144","22,1416","39,6365","0,9132","-","-","-"
"IV6","INVEO PORTFÖY TE3 SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,1122","-","-","-"
"IVA","İSTANBUL PORTFÖY BAYRAKTAR SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IRF","İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,7703","12,0177","26,3074","0,3654","-","-","-"
"IVY","İSTANBUL PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON","Karma Şemsiye Fonu","-8,6766","-18,7102","-5,0775","1,9465","-","-","-"
"IHY","İSTANBUL PORTFÖY GMS HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IJI","İSTANBUL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON )","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IVS","İSTANBUL PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","11,5445","-","-","-0,4786","-","-","-"
"IRV","İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","3,1292","19,2260","36,3061","0,7277","-","-","-"
"IUA","İSTANBUL PORTFÖY KARYA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,2785","6,4161","-","0,0000","-","-","-"
"IVF","İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,9835","51,9694","108,4320","-1,5089","-","-","-"
"IRL","İSTANBUL PORTFÖY KEY SERBEST FON","Serbest Şemsiye Fonu","13,9985","69,1379","126,1599","3,4243","-","-","-"
"IBM","İSTANBUL PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IIA","İSTANBUL PORTFÖY ONBİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IIE","İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"ION","İSTANBUL PORTFÖY ONİKİNCİ SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"ILM","İSTANBUL PORTFÖY ONUNCU SERBEST FON","Serbest Şemsiye Fonu","10,3289","53,5049","113,6175","0,6141","-","-","-"
"IIC","İSTANBUL PORTFÖY ONÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IJL","İSTANBUL PORTFÖY SPİCA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,3871","5,7791","19,4462","0,0000","-","-","-"
"IDV","İŞ PORTFÖY ACHS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3210","12,5605","26,4838","0,9861","-","-","-"
"IRA","İŞ PORTFÖY ALGORİTMİK STRATEJİLER SERBEST (TL) FON","Serbest Şemsiye Fonu","1,1608","-","-","0,2486","-","-","-"
"ITV","İŞ PORTFÖY ALTINCI SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,2525","7,2441","21,4972","0,2478","-","-","-"
"IUZ","İŞ PORTFÖY ANADOLUBANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6033","4,7065","9,7487","0,1541","-","-","-"
"ITA","İŞ PORTFÖY ARSLAN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IUV","İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON","Serbest Şemsiye Fonu","1,0553","5,6550","19,5119","0,2833","-","-","-"
"ITL","İŞ PORTFÖY DELTA SERBEST (TL) FON","Serbest Şemsiye Fonu","1,3394","-","-","0,2597","-","-","-"
"IHN","İŞ PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,5581","-","-","0,4314","-","-","-"
"IUB","İŞ PORTFÖY EVREN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0060","11,2489","-","0,8984","-","-","-"
"IBP","İŞ PORTFÖY GED SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9231","6,6999","22,8844","0,3381","-","-","-"
"IUM","İŞ PORTFÖY HK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,8052","5,0000","20,4796","0,3703","-","-","-"
"IHT","İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,9116","-","-","-1,9396","-","-","-"
"IOO","İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6555","4,5920","9,6133","0,1469","-","-","-"
"KLM","İŞ PORTFÖY KALAMIŞ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,3662","-","-","-"
"IAC","İŞ PORTFÖY MZS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","9,8997","60,8533","108,7681","0,8396","-","-","-"
"IZL","İŞ PORTFÖY ODEABANK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3836","5,6818","21,1717","0,1248","-","-","-"
"IUS","İŞ PORTFÖY OKYANUS SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","13,7102","-","-","0,7341","-","-","-"
"IOJ","İŞ PORTFÖY ONUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,1683","-","-","-"
"IOL","İŞ PORTFÖY OSK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,5536","-","-","0,2410","-","-","-"
"ILR","İŞ PORTFÖY SALUR SERBEST ÖZEL FON","Serbest Şemsiye Fonu","5,3431","20,9535","40,9849","0,0181","-","-","-"
"ICK","İŞ PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,1891","5,3462","22,9194","0,0000","-","-","-"
"IEV","İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,6548","14,7325","32,5628","0,1644","-","-","-"
"ITR","İŞ PORTFÖY TE1 SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,6391","-","-","0,1827","-","-","-"
"ITD","İŞ PORTFÖY TE2 SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,7415","-","-","1,3215","-","-","-"
"IAI","İŞ PORTFÖY TOROS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","13,8111","42,5418","88,9068","0,4396","-","-","-"
"IUF","İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","1,3598","10,2420","16,5267","-0,3472","-","-","-"
"IUN","İŞ PORTFÖY YELKEN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6810","13,4561","26,9427","0,9007","-","-","-"
"KID","KIG PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,6645","5,6451","-","0,3639","-","-","-"
"KIF","KIG PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","5,5942","2,7816","-","3,0051","-","-","-"
"KIA","KIG PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2567","-","-","0,7011","-","-","-"
"KIE","KIG PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,9172","5,7353","-","0,1875","-","-","-"
"KIB","KIG PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,7471","-","-","1,4103","-","-","-"
"KAV","KT PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","1,3582","8,6315","-","-0,4303","-","-","-"
"KDL","KT PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8103","1,6145","-","0,1301","-","-","-"
"KDK","KT PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KHU","KT PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) ÖZEL FON","Serbest Şemsiye Fonu","0,7423","7,5601","13,3094","-0,4357","-","-","-"
"KCV","KT PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","0,0684","-","-","-"
